Name	SMILES
NuBBE_1825 	Permeable
NuBBE_1826 	Permeable
NuBBE_1827 	Permeable
NuBBE_1828 	Permeable
NuBBE_1829 	Permeable
NuBBE_182 	Non-Permeable
NuBBE_1830 	Permeable
NuBBE_1831 	Permeable
NuBBE_1832 	Permeable
NuBBE_1833 	Non-Permeable
NuBBE_1834 	Permeable
NuBBE_1835 	Permeable
NuBBE_1836 	Permeable
NuBBE_1837 	Permeable
NuBBE_1838 	Permeable
NuBBE_1839 	Permeable
NuBBE_183 	Permeable
NuBBE_1840 	Permeable
NuBBE_1841 	Permeable
NuBBE_1842 	Permeable
NuBBE_1844 	Permeable
NuBBE_1845 	Permeable
NuBBE_1846 	Non-Permeable
NuBBE_1847 	Permeable
NuBBE_1848 	Permeable
NuBBE_1849 	Permeable
NuBBE_184 	Permeable
NuBBE_1850 	Permeable
NuBBE_1851 	Permeable
NuBBE_1852 	Permeable
NuBBE_1853 	Permeable
NuBBE_1854 	Permeable
NuBBE_1855 	Non-Permeable
NuBBE_1856 	Permeable
NuBBE_1857 	Permeable
NuBBE_1858 	Non-Permeable
NuBBE_1859 	Permeable
NuBBE_185 	Permeable
NuBBE_1860 	Permeable
NuBBE_1861 	Non-Permeable
NuBBE_1862 	Permeable
NuBBE_1863 	Permeable
NuBBE_1864 	Non-Permeable
NuBBE_1865 	Non-Permeable
NuBBE_1866 	Non-Permeable
NuBBE_1867 	Non-Permeable
NuBBE_1868 	Non-Permeable
NuBBE_1869 	Non-Permeable
NuBBE_186 	Permeable
NuBBE_1870 	Non-Permeable
NuBBE_1871 	Non-Permeable
NuBBE_1872 	Non-Permeable
NuBBE_1873 	Non-Permeable
NuBBE_1874 	Non-Permeable
NuBBE_1875 	Non-Permeable
NuBBE_1876 	Non-Permeable
NuBBE_1877 	Non-Permeable
NuBBE_1878 	Non-Permeable
NuBBE_1879 	Non-Permeable
NuBBE_187 	Permeable
NuBBE_1880 	Permeable
NuBBE_1881 	Non-Permeable
NuBBE_1882 	Non-Permeable
NuBBE_1883 	Permeable
NuBBE_1884 	Permeable
NuBBE_1885 	Non-Permeable
NuBBE_1886 	Non-Permeable
NuBBE_1887 	Non-Permeable
NuBBE_1888 	Non-Permeable
NuBBE_1889 	Non-Permeable
NuBBE_188 	Non-Permeable
NuBBE_1890 	Non-Permeable
NuBBE_1891 	Permeable
NuBBE_1892 	Non-Permeable
NuBBE_1893 	Non-Permeable
NuBBE_1894 	Non-Permeable
NuBBE_1895 	Permeable
NuBBE_1896 	Permeable
NuBBE_1897 	Non-Permeable
NuBBE_1898 	Permeable
NuBBE_1899 	Non-Permeable
NuBBE_189 	Permeable
NuBBE_18 	Permeable
NuBBE_1900 	Permeable
NuBBE_1901 	Permeable
NuBBE_1902 	Permeable
NuBBE_1903 	Permeable
NuBBE_1904 	Non-Permeable
NuBBE_1905 	Permeable
NuBBE_1906 	Permeable
NuBBE_1907 	Permeable
NuBBE_1908 	Permeable
NuBBE_1909 	Permeable
NuBBE_190 	Permeable
NuBBE_1910 	Permeable
NuBBE_1911 	Permeable
NuBBE_1912 	Non-Permeable
NuBBE_1913 	Non-Permeable
NuBBE_1914 	Permeable
NuBBE_1915 	Permeable
NuBBE_1916 	Permeable
NuBBE_1917 	Permeable
NuBBE_1918 	Permeable
NuBBE_1919 	Permeable
NuBBE_191 	Permeable
NuBBE_1920 	Permeable
NuBBE_1921 	Permeable
NuBBE_1922 	Permeable
NuBBE_1923 	Permeable
NuBBE_1924 	Permeable
NuBBE_1925 	Permeable
NuBBE_1926 	Permeable
NuBBE_1927 	Permeable
NuBBE_1928 	Permeable
NuBBE_1929 	Permeable
NuBBE_192 	Non-Permeable
NuBBE_1930 	Permeable
NuBBE_1931 	Permeable
NuBBE_1932 	Permeable
NuBBE_1933 	Permeable
NuBBE_1934 	Permeable
NuBBE_1935 	Permeable
NuBBE_1936 	Permeable
NuBBE_1937 	Permeable
NuBBE_1938 	Permeable
NuBBE_1939 	Permeable
NuBBE_193 	Non-Permeable
NuBBE_1940 	Permeable
NuBBE_1941 	Permeable
NuBBE_1942 	Permeable
NuBBE_1943 	Permeable
NuBBE_1944 	Permeable
NuBBE_1945 	Permeable
NuBBE_1946 	Permeable
NuBBE_1947 	Permeable
NuBBE_1948 	Permeable
NuBBE_1949 	Permeable
NuBBE_194 	Non-Permeable
NuBBE_1950 	Permeable
NuBBE_1951 	Permeable
NuBBE_1952 	Non-Permeable
NuBBE_1953 	Permeable
NuBBE_1954 	Permeable
NuBBE_1955 	Permeable
NuBBE_1956 	Permeable
NuBBE_1957 	Permeable
NuBBE_1958 	Permeable
NuBBE_1959 	Permeable
NuBBE_195 	Non-Permeable
NuBBE_1960 	Permeable
NuBBE_1961 	Permeable
NuBBE_1962 	Permeable
NuBBE_1963 	Non-Permeable
NuBBE_1964 	Permeable
NuBBE_1965 	Non-Permeable
NuBBE_1966 	Non-Permeable
NuBBE_1967 	Non-Permeable
NuBBE_1968 	Non-Permeable
NuBBE_1969 	Non-Permeable
NuBBE_196 	Non-Permeable
NuBBE_1970 	Non-Permeable
NuBBE_1971 	Permeable
NuBBE_1972 	Permeable
NuBBE_1973 	Permeable
NuBBE_1974 	Permeable
NuBBE_1975 	Permeable
NuBBE_1976 	Permeable
NuBBE_1977 	Permeable
NuBBE_1978 	Permeable
NuBBE_1979 	Permeable
NuBBE_197 	Non-Permeable
NuBBE_1980 	Permeable
NuBBE_1981 	Permeable
NuBBE_1982 	Permeable
NuBBE_1983 	Permeable
NuBBE_1984 	Permeable
NuBBE_1985 	Permeable
NuBBE_1986 	Permeable
NuBBE_1987 	Permeable
NuBBE_1988 	Permeable
NuBBE_1989 	Permeable
NuBBE_198 	Non-Permeable
NuBBE_1990 	Permeable
NuBBE_1991 	Permeable
NuBBE_1992 	Permeable
NuBBE_1993 	Permeable
NuBBE_1994 	Non-Permeable
NuBBE_1995 	Non-Permeable
NuBBE_1996 	Non-Permeable
NuBBE_1997 	Non-Permeable
NuBBE_1998 	Non-Permeable
NuBBE_1999 	Non-Permeable
NuBBE_199 	Non-Permeable
NuBBE_19 	Permeable
NuBBE_1 	Permeable
NuBBE_2000 	Permeable
NuBBE_2001 	Permeable
NuBBE_2002 	Non-Permeable
NuBBE_2003 	Non-Permeable
NuBBE_2004 	Non-Permeable
NuBBE_2005 	Permeable
NuBBE_2006 	Non-Permeable
NuBBE_2007 	Permeable
NuBBE_2008 	Non-Permeable
NuBBE_2009 	Permeable
NuBBE_200 	Non-Permeable
NuBBE_2010 	Permeable
NuBBE_2011 	Permeable
NuBBE_2012 	Permeable
NuBBE_2013 	Permeable
NuBBE_2014 	Permeable
NuBBE_2015 	Permeable
NuBBE_2016 	Permeable
NuBBE_2017 	Permeable
NuBBE_2018 	Non-Permeable
NuBBE_2019 	Permeable
NuBBE_201 	Permeable
NuBBE_2020 	Non-Permeable
NuBBE_2021 	Non-Permeable
NuBBE_2022 	Permeable
NuBBE_2023 	Non-Permeable
NuBBE_2024 	Non-Permeable
NuBBE_2025 	Non-Permeable
NuBBE_2026 	Permeable
NuBBE_2027 	Permeable
NuBBE_2028 	Permeable
NuBBE_2029 	Permeable
NuBBE_202 	Permeable
NuBBE_2030 	Permeable
NuBBE_2031 	Permeable
NuBBE_2032 	Permeable
NuBBE_2033 	Permeable
NuBBE_2034 	Non-Permeable
NuBBE_2035 	Permeable
NuBBE_2036 	Permeable
NuBBE_2037 	Non-Permeable
NuBBE_2038 	Permeable
NuBBE_2039 	Permeable
NuBBE_203 	Permeable
NuBBE_2040 	Permeable
NuBBE_2041 	Permeable
NuBBE_2042 	Permeable
NuBBE_2043 	Permeable
NuBBE_2044 	Permeable
NuBBE_2045 	Permeable
NuBBE_2046 	Permeable
NuBBE_2047 	Non-Permeable
NuBBE_2048 	Permeable
NuBBE_2049 	Non-Permeable
NuBBE_204 	Non-Permeable
NuBBE_2050 	Non-Permeable
NuBBE_2051 	Non-Permeable
NuBBE_2052 	Permeable
NuBBE_2053 	Non-Permeable
NuBBE_2054 	Permeable
NuBBE_2055 	Permeable
NuBBE_2056 	Permeable
NuBBE_2057 	Permeable
NuBBE_2058 	Non-Permeable
NuBBE_2059 	Permeable
NuBBE_205 	Non-Permeable
NuBBE_2060 	Permeable
NuBBE_2061 	Permeable
NuBBE_2062 	Permeable
NuBBE_2063 	Permeable
NuBBE_2064 	Permeable
NuBBE_2065 	Permeable
NuBBE_2066 	Permeable
NuBBE_2067 	Permeable
NuBBE_2068 	Permeable
NuBBE_2069 	Permeable
NuBBE_206 	Non-Permeable
NuBBE_2070 	Permeable
NuBBE_2071 	Permeable
NuBBE_2072 	Permeable
NuBBE_2073 	Permeable
NuBBE_2074 	Permeable
NuBBE_2075 	Permeable
NuBBE_2076 	Permeable
NuBBE_2077 	Permeable
NuBBE_2078 	Non-Permeable
NuBBE_2079 	Non-Permeable
NuBBE_207 	Non-Permeable
NuBBE_2080 	Permeable
NuBBE_2081 	Permeable
NuBBE_2082 	Permeable
NuBBE_2083 	Permeable
NuBBE_2084 	Permeable
NuBBE_2085 	Permeable
NuBBE_2087 	Non-Permeable
NuBBE_2088 	Non-Permeable
NuBBE_2089 	Non-Permeable
NuBBE_208 	Non-Permeable
NuBBE_2090 	Permeable
NuBBE_2091 	Permeable
NuBBE_2092 	Permeable
NuBBE_2093 	Permeable
NuBBE_2094 	Permeable
NuBBE_2096 	Permeable
NuBBE_2097 	Permeable
NuBBE_2098 	Permeable
NuBBE_2099 	Permeable
NuBBE_209 	Non-Permeable
NuBBE_20 	Permeable
NuBBE_2100 	Permeable
NuBBE_2101 	Permeable
NuBBE_2102 	Permeable
NuBBE_2103 	Permeable
NuBBE_2104 	Permeable
NuBBE_2105 	Permeable
NuBBE_2106 	Permeable
NuBBE_2107 	Permeable
NuBBE_2108 	Permeable
NuBBE_2109 	Permeable
NuBBE_210 	Non-Permeable
NuBBE_2110 	Permeable
NuBBE_2111 	Permeable
NuBBE_2112 	Permeable
NuBBE_2113 	Permeable
NuBBE_2114 	Permeable
NuBBE_2115 	Permeable
NuBBE_2116 	Permeable
NuBBE_2117 	Permeable
NuBBE_2118 	Permeable
NuBBE_2119 	Permeable
NuBBE_211 	Permeable
NuBBE_2120 	Permeable
NuBBE_2121 	Permeable
NuBBE_2122 	Permeable
NuBBE_2123 	Permeable
NuBBE_2124 	Permeable
NuBBE_2125 	Permeable
NuBBE_2126 	Permeable
NuBBE_2127 	Permeable
NuBBE_2128 	Permeable
NuBBE_2129 	Permeable
NuBBE_212 	Non-Permeable
NuBBE_2130 	Permeable
NuBBE_2131 	Permeable
NuBBE_2132 	Permeable
NuBBE_2133 	Permeable
NuBBE_2134 	Permeable
NuBBE_2135 	Permeable
NuBBE_2136 	Permeable
NuBBE_2137 	Permeable
NuBBE_2138 	Permeable
NuBBE_2139 	Permeable
NuBBE_213 	Non-Permeable
NuBBE_2140 	Permeable
NuBBE_2141 	Permeable
NuBBE_2142 	Permeable
NuBBE_2143 	Permeable
NuBBE_2144 	Permeable
NuBBE_2145 	Permeable
NuBBE_2146 	Permeable
NuBBE_2147 	Permeable
NuBBE_2148 	Permeable
NuBBE_2149 	Permeable
NuBBE_214 	Non-Permeable
NuBBE_2150 	Permeable
NuBBE_2151 	Permeable
NuBBE_2152 	Permeable
NuBBE_2153 	Permeable
NuBBE_2154 	Permeable
NuBBE_2155 	Permeable
NuBBE_2156 	Permeable
NuBBE_2157 	Permeable
NuBBE_2158 	Permeable
NuBBE_2159 	Permeable
NuBBE_215 	Permeable
NuBBE_2160 	Permeable
NuBBE_2161 	Permeable
NuBBE_2162 	Permeable
NuBBE_2163 	Permeable
NuBBE_2164 	Permeable
NuBBE_2165 	Permeable
NuBBE_2166 	Permeable
NuBBE_2167 	Permeable
NuBBE_2168 	Permeable
NuBBE_2169 	Permeable
NuBBE_216 	Permeable
NuBBE_2170 	Non-Permeable
NuBBE_2171 	Non-Permeable
NuBBE_2172 	Non-Permeable
NuBBE_2173 	Permeable
NuBBE_2174 	Non-Permeable
NuBBE_2175 	Non-Permeable
NuBBE_2176 	Permeable
NuBBE_2177 	Permeable
NuBBE_2178 	Non-Permeable
NuBBE_2179 	Non-Permeable
NuBBE_217 	Non-Permeable
NuBBE_2180 	Permeable
NuBBE_2181 	Permeable
NuBBE_2182 	Permeable
NuBBE_2183 	Permeable
NuBBE_2184 	Permeable
NuBBE_2185 	Permeable
NuBBE_2186 	Permeable
NuBBE_2187 	Permeable
NuBBE_2188 	Permeable
NuBBE_2189 	Permeable
NuBBE_218 	Non-Permeable
NuBBE_2190 	Permeable
NuBBE_2191 	Permeable
NuBBE_2192 	Non-Permeable
NuBBE_2193 	Permeable
NuBBE_2194 	Permeable
NuBBE_2195 	Permeable
NuBBE_2196 	Non-Permeable
NuBBE_2197 	Permeable
NuBBE_2198 	Permeable
NuBBE_2199 	Permeable
NuBBE_219 	Permeable
NuBBE_21 	Permeable
NuBBE_2200 	Permeable
NuBBE_2201 	Permeable
NuBBE_2202 	Permeable
NuBBE_2203 	Permeable
NuBBE_2204 	Permeable
NuBBE_2205 	Permeable
NuBBE_2206 	Permeable
NuBBE_2207 	Permeable
NuBBE_2208 	Permeable
NuBBE_2209 	Permeable
NuBBE_220 	Permeable
NuBBE_2210 	Permeable
NuBBE_2211 	Non-Permeable
NuBBE_2212 	Non-Permeable
NuBBE_2213 	Non-Permeable
NuBBE_2214 	Permeable
NuBBE_2215 	Permeable
NuBBE_2216 	Permeable
NuBBE_2217 	Non-Permeable
NuBBE_2218 	Permeable
NuBBE_2219 	Non-Permeable
NuBBE_221 	Permeable
NuBBE_2221 	Permeable
NuBBE_2222 	Permeable
NuBBE_2223 	Non-Permeable
NuBBE_2224 	Permeable
NuBBE_2225 	Permeable
NuBBE_2226 	Permeable
NuBBE_2227 	Permeable
NuBBE_2228 	Permeable
NuBBE_2229 	Non-Permeable
NuBBE_222 	Permeable
NuBBE_2230 	Permeable
NuBBE_2231 	Permeable
NuBBE_2232 	Permeable
NuBBE_2233 	Permeable
NuBBE_2234 	Permeable
NuBBE_2235 	Permeable
NuBBE_2236 	Permeable
NuBBE_2237 	Permeable
NuBBE_2238 	Permeable
NuBBE_2239 	Permeable
NuBBE_223 	Permeable
NuBBE_2240 	Permeable
NuBBE_2241 	Permeable
NuBBE_2242 	Permeable
NuBBE_2243 	Permeable
NuBBE_2244 	Permeable
NuBBE_2245 	Non-Permeable
NuBBE_224 	Permeable
NuBBE_2252 	Permeable
NuBBE_2253 	Permeable
NuBBE_2254 	Permeable
NuBBE_2255 	Permeable
NuBBE_2256 	Non-Permeable
NuBBE_2258 	Non-Permeable
NuBBE_2259 	Permeable
NuBBE_225 	Permeable
NuBBE_2260 	Permeable
NuBBE_2261 	Permeable
NuBBE_2262 	Permeable
NuBBE_2263 	Permeable
NuBBE_2264 	Permeable
NuBBE_2266 	Permeable
NuBBE_2267 	Permeable
NuBBE_2268 	Permeable
NuBBE_2269 	Permeable
NuBBE_226 	Permeable
NuBBE_2271 	Permeable
NuBBE_2272 	Permeable
NuBBE_2273 	Permeable
NuBBE_2274 	Permeable
NuBBE_2275 	Non-Permeable
NuBBE_2276 	Permeable
NuBBE_2277 	Permeable
NuBBE_2278 	Non-Permeable
NuBBE_2279 	Non-Permeable
NuBBE_227 	Permeable
NuBBE_2280 	Non-Permeable
NuBBE_2281 	Non-Permeable
NuBBE_2282 	Non-Permeable
NuBBE_2283 	Permeable
NuBBE_2284 	Permeable
NuBBE_2285 	Permeable
NuBBE_2286 	Permeable
NuBBE_2287 	Permeable
NuBBE_2288 	Permeable
NuBBE_2289 	Permeable
NuBBE_228 	Permeable
NuBBE_2290 	Permeable
NuBBE_2291 	Permeable
NuBBE_2292 	Permeable
NuBBE_2293 	Permeable
NuBBE_2294 	Permeable
NuBBE_2295 	Permeable
NuBBE_2296 	Permeable
NuBBE_2297 	Permeable
NuBBE_2298 	Permeable
NuBBE_2299 	Permeable
NuBBE_229 	Permeable
NuBBE_22 	Permeable
NuBBE_2300 	Permeable
NuBBE_2301 	Permeable
NuBBE_2302 	Permeable
NuBBE_2303 	Permeable
NuBBE_2304 	Permeable
NuBBE_2306 	Permeable
NuBBE_2307 	Non-Permeable
NuBBE_2308 	Non-Permeable
NuBBE_2309 	Permeable
NuBBE_230 	Permeable
NuBBE_2310 	Permeable
NuBBE_2313 	Permeable
NuBBE_2314 	Permeable
NuBBE_2315 	Permeable
NuBBE_2316 	Permeable
NuBBE_2317 	Permeable
NuBBE_2318 	Permeable
NuBBE_2319 	Permeable
NuBBE_231 	Permeable
NuBBE_2320 	Permeable
NuBBE_2324 	Non-Permeable
NuBBE_2325 	Non-Permeable
NuBBE_2326 	Non-Permeable
NuBBE_2327 	Permeable
NuBBE_2328 	Non-Permeable
NuBBE_2329 	Non-Permeable
NuBBE_232 	Permeable
NuBBE_2330 	Non-Permeable
NuBBE_2331 	Non-Permeable
NuBBE_2332 	Permeable
NuBBE_2333 	Permeable
NuBBE_2334 	Permeable
NuBBE_2335 	Permeable
NuBBE_2336 	Permeable
NuBBE_2337 	Permeable
NuBBE_2338 	Permeable
NuBBE_2339 	Permeable
NuBBE_233 	Permeable
NuBBE_2340 	Permeable
NuBBE_2341 	Permeable
NuBBE_2342 	Permeable
NuBBE_2343 	Permeable
NuBBE_2344 	Permeable
NuBBE_2345 	Permeable
NuBBE_2346 	Permeable
NuBBE_2347 	Permeable
NuBBE_2348 	Permeable
NuBBE_2349 	Permeable
NuBBE_234 	Permeable
NuBBE_2350 	Permeable
NuBBE_2351 	Permeable
NuBBE_2352 	Permeable
NuBBE_2353 	Permeable
NuBBE_2354 	Permeable
NuBBE_2355 	Permeable
NuBBE_2356 	Permeable
NuBBE_2357 	Permeable
NuBBE_2358 	Permeable
NuBBE_2359 	Permeable
NuBBE_235 	Permeable
NuBBE_2360 	Permeable
NuBBE_2361 	Permeable
NuBBE_2362 	Permeable
NuBBE_2363 	Non-Permeable
NuBBE_2364 	Permeable
NuBBE_2365 	Permeable
NuBBE_2366 	Permeable
NuBBE_2367 	Permeable
NuBBE_2368 	Permeable
NuBBE_2369 	Permeable
NuBBE_236 	Permeable
NuBBE_2370 	Permeable
NuBBE_2371 	Permeable
NuBBE_2372 	Permeable
NuBBE_2373 	Permeable
NuBBE_2374 	Permeable
NuBBE_2375 	Permeable
NuBBE_2376 	Permeable
NuBBE_2377 	Permeable
NuBBE_2378 	Permeable
NuBBE_2379 	Permeable
NuBBE_237 	Permeable
NuBBE_2380 	Permeable
NuBBE_2381 	Permeable
NuBBE_2382 	Permeable
NuBBE_2383 	Permeable
NuBBE_2384 	Permeable
NuBBE_2385 	Permeable
NuBBE_2386 	Permeable
NuBBE_2387 	Permeable
NuBBE_2388 	Permeable
NuBBE_2389 	Permeable
NuBBE_238 	Permeable
NuBBE_2390 	Permeable
NuBBE_2391 	Permeable
NuBBE_2392 	Permeable
NuBBE_2393 	Permeable
NuBBE_2395 	Non-Permeable
NuBBE_2396 	Permeable
NuBBE_2397 	Non-Permeable
NuBBE_2398 	Non-Permeable
NuBBE_2399 	Non-Permeable
NuBBE_239 	Permeable
NuBBE_23 	Permeable
NuBBE_2400 	Non-Permeable
NuBBE_2401 	Permeable
NuBBE_2402 	Permeable
NuBBE_2406 	Permeable
NuBBE_2407 	Permeable
NuBBE_2408 	Permeable
NuBBE_2409 	Non-Permeable
NuBBE_240 	Permeable
NuBBE_2410 	Non-Permeable
NuBBE_2411 	Permeable
NuBBE_2412 	Permeable
NuBBE_2413 	Permeable
NuBBE_2414 	Non-Permeable
NuBBE_2415 	Non-Permeable
NuBBE_2416 	Permeable
NuBBE_2417 	Non-Permeable
NuBBE_2418 	Non-Permeable
NuBBE_2419 	Permeable
NuBBE_241 	Non-Permeable
NuBBE_2420 	Permeable
NuBBE_2421 	Permeable
NuBBE_2422 	Permeable
NuBBE_2423 	Permeable
NuBBE_2424 	Permeable
NuBBE_2425 	Permeable
NuBBE_2426 	Permeable
NuBBE_2427 	Non-Permeable
NuBBE_2428 	Permeable
NuBBE_2429 	Permeable
NuBBE_242 	Non-Permeable
NuBBE_2430 	Non-Permeable
NuBBE_2431 	Permeable
NuBBE_2432 	Permeable
NuBBE_2433 	Permeable
NuBBE_2434 	Non-Permeable
NuBBE_2435 	Non-Permeable
NuBBE_2436 	Permeable
NuBBE_2438 	Permeable
NuBBE_2439 	Non-Permeable
NuBBE_243 	Non-Permeable
NuBBE_2440 	Non-Permeable
NuBBE_2441 	Permeable
NuBBE_2442 	Permeable
NuBBE_2443 	Non-Permeable
NuBBE_2444 	Non-Permeable
NuBBE_2445 	Non-Permeable
NuBBE_2446 	Non-Permeable
NuBBE_2447 	Permeable
NuBBE_2448 	Permeable
NuBBE_2449 	Non-Permeable
NuBBE_2450 	Non-Permeable
NuBBE_2451 	Non-Permeable
NuBBE_2452 	Permeable
NuBBE_2453 	Permeable
NuBBE_2454 	Permeable
NuBBE_2455 	Permeable
NuBBE_2456 	Permeable
NuBBE_2457 	Permeable
NuBBE_2458 	Permeable
NuBBE_2459 	Permeable
NuBBE_2460 	Permeable
NuBBE_2461 	Permeable
NuBBE_2462 	Permeable
NuBBE_2463 	Permeable
NuBBE_2464 	Permeable
NuBBE_2465 	Permeable
NuBBE_2466 	Permeable
NuBBE_2467 	Permeable
NuBBE_2468 	Permeable
NuBBE_2469 	Non-Permeable
NuBBE_2470 	Permeable
NuBBE_2471 	Permeable
NuBBE_2472 	Permeable
NuBBE_2473 	Permeable
NuBBE_2474 	Permeable
NuBBE_2475 	Permeable
NuBBE_2476 	Permeable
NuBBE_2477 	Permeable
NuBBE_2478 	Permeable
NuBBE_2479 	Permeable
NuBBE_2480 	Permeable
NuBBE_2481 	Permeable
NuBBE_2482 	Permeable
NuBBE_2483 	Permeable
NuBBE_2484 	Non-Permeable
NuBBE_2485 	Non-Permeable
NuBBE_2486 	Non-Permeable
NuBBE_2487 	Permeable
NuBBE_2489 	Permeable
NuBBE_248 	Non-Permeable
NuBBE_2490 	Permeable
NuBBE_2491 	Permeable
NuBBE_2492 	Permeable
NuBBE_2493 	Permeable
NuBBE_2494 	Permeable
NuBBE_2495 	Permeable
NuBBE_2496 	Permeable
NuBBE_2497 	Permeable
NuBBE_2498 	Permeable
NuBBE_2499 	Permeable
NuBBE_249 	Non-Permeable
NuBBE_24 	Permeable
NuBBE_2500 	Permeable
NuBBE_2501 	Permeable
NuBBE_2502 	Permeable
NuBBE_2503 	Permeable
NuBBE_2504 	Permeable
NuBBE_2505 	Permeable
NuBBE_2506 	Permeable
NuBBE_2507 	Permeable
NuBBE_2508 	Permeable
NuBBE_2509 	Permeable
NuBBE_250 	Permeable
NuBBE_2510 	Permeable
NuBBE_2511 	Non-Permeable
NuBBE_2512 	Non-Permeable
NuBBE_2513 	Permeable
NuBBE_2514 	Permeable
NuBBE_2515 	Permeable
NuBBE_2516 	Permeable
NuBBE_2517 	Permeable
NuBBE_2518 	Non-Permeable
NuBBE_2519 	Non-Permeable
NuBBE_251 	Permeable
NuBBE_2520 	Permeable
NuBBE_2521 	Non-Permeable
NuBBE_2522 	Non-Permeable
NuBBE_2523 	Non-Permeable
NuBBE_2524 	Non-Permeable
NuBBE_2525 	Permeable
NuBBE_2526 	Non-Permeable
NuBBE_252 	Permeable
NuBBE_253 	Non-Permeable
NuBBE_254 	Permeable
NuBBE_255 	Non-Permeable
NuBBE_256 	Permeable
NuBBE_257 	Non-Permeable
NuBBE_258 	Permeable
NuBBE_259 	Permeable
NuBBE_25 	Permeable
NuBBE_260 	Permeable
NuBBE_261 	Non-Permeable
NuBBE_262 	Non-Permeable
NuBBE_263 	Non-Permeable
NuBBE_264 	Permeable
NuBBE_265 	Permeable
NuBBE_266 	Permeable
NuBBE_267 	Permeable
NuBBE_268 	Non-Permeable
NuBBE_269 	Permeable
NuBBE_26 	Permeable
NuBBE_270 	Non-Permeable
NuBBE_271 	Non-Permeable
NuBBE_272 	Non-Permeable
NuBBE_273 	Non-Permeable
NuBBE_274 	Non-Permeable
NuBBE_275 	Permeable
NuBBE_276 	Non-Permeable
NuBBE_278 	Non-Permeable
NuBBE_279 	Non-Permeable
NuBBE_27 	Permeable
NuBBE_280 	Non-Permeable
NuBBE_281 	Non-Permeable
NuBBE_282 	Non-Permeable
NuBBE_283 	Non-Permeable
NuBBE_284 	Non-Permeable
NuBBE_285 	Non-Permeable
NuBBE_286 	Non-Permeable
NuBBE_287 	Non-Permeable
NuBBE_288 	Non-Permeable
NuBBE_289 	Permeable
NuBBE_28 	Permeable
NuBBE_290 	Permeable
NuBBE_291 	Permeable
NuBBE_292 	Permeable
NuBBE_293 	Permeable
NuBBE_294 	Permeable
NuBBE_295 	Permeable
NuBBE_296 	Permeable
NuBBE_297 	Non-Permeable
NuBBE_298 	Permeable
NuBBE_29 	Permeable
NuBBE_2 	Permeable
NuBBE_300 	Permeable
NuBBE_301 	Permeable
NuBBE_302 	Permeable
NuBBE_303 	Permeable
NuBBE_304 	Permeable
NuBBE_305 	Permeable
NuBBE_306 	Permeable
NuBBE_307 	Permeable
NuBBE_308 	Permeable
NuBBE_309 	Permeable
NuBBE_30 	Non-Permeable
NuBBE_310 	Permeable
NuBBE_311 	Permeable
NuBBE_312 	Permeable
NuBBE_313 	Permeable
NuBBE_314 	Permeable
NuBBE_315 	Permeable
NuBBE_316 	Permeable
NuBBE_317 	Non-Permeable
NuBBE_318 	Non-Permeable
NuBBE_319 	Non-Permeable
NuBBE_31 	Permeable
NuBBE_320 	Non-Permeable
NuBBE_321 	Non-Permeable
NuBBE_322 	Non-Permeable
NuBBE_323 	Permeable
NuBBE_324 	Permeable
NuBBE_325 	Permeable
NuBBE_326 	Permeable
NuBBE_327 	Permeable
NuBBE_328 	Permeable
NuBBE_329 	Non-Permeable
NuBBE_32 	Non-Permeable
NuBBE_330 	Non-Permeable
NuBBE_331 	Non-Permeable
NuBBE_332 	Non-Permeable
NuBBE_333 	Non-Permeable
NuBBE_334 	Non-Permeable
NuBBE_335 	Non-Permeable
NuBBE_336 	Permeable
NuBBE_337 	Non-Permeable
NuBBE_338 	Non-Permeable
NuBBE_339 	Non-Permeable
NuBBE_33 	Permeable
NuBBE_340 	Permeable
NuBBE_342 	Permeable
NuBBE_343 	Permeable
NuBBE_344 	Permeable
NuBBE_345 	Permeable
NuBBE_346 	Non-Permeable
NuBBE_347 	Permeable
NuBBE_348 	Permeable
NuBBE_349 	Permeable
NuBBE_34 	Permeable
NuBBE_350 	Non-Permeable
NuBBE_351 	Non-Permeable
NuBBE_352 	Permeable
NuBBE_353 	Permeable
NuBBE_354 	Permeable
NuBBE_355 	Permeable
NuBBE_356 	Permeable
NuBBE_357 	Permeable
NuBBE_358 	Non-Permeable
NuBBE_359 	Non-Permeable
NuBBE_35 	Permeable
NuBBE_360 	Non-Permeable
NuBBE_361 	Non-Permeable
NuBBE_362 	Non-Permeable
NuBBE_363 	Permeable
NuBBE_364 	Permeable
NuBBE_365 	Permeable
NuBBE_366 	Permeable
NuBBE_367 	Non-Permeable
NuBBE_368 	Non-Permeable
NuBBE_369 	Non-Permeable
NuBBE_36 	Permeable
NuBBE_370 	Non-Permeable
NuBBE_371 	Non-Permeable
NuBBE_372 	Non-Permeable
NuBBE_373 	Permeable
NuBBE_374 	Permeable
NuBBE_375 	Permeable
NuBBE_376 	Non-Permeable
NuBBE_377 	Non-Permeable
NuBBE_378 	Permeable
NuBBE_379 	Permeable
NuBBE_37 	Non-Permeable
NuBBE_380 	Permeable
NuBBE_381 	Non-Permeable
NuBBE_382 	Permeable
NuBBE_383 	Permeable
NuBBE_384 	Permeable
NuBBE_385 	Permeable
NuBBE_386 	Permeable
NuBBE_387 	Non-Permeable
NuBBE_388 	Non-Permeable
NuBBE_389 	Permeable
